@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute inputs-101 numeric
@attribute inputs-102 numeric
@attribute inputs-103 numeric
@attribute inputs-104 numeric
@attribute inputs-105 numeric
@attribute update-1 numeric

@data
514,'2019/02/12 17:09:39:537',4,9.490784,9.490784,9.490784,9.490784,9.490784,9.490784,9.490784,9.490784,7.53996,7.53996,7.53996,7.53996,7.53996,7.53996,7.53996,5.97439,5.97439,5.97439,5.97439,5.97439,4.760319,4.760319,4.760319,4.760319,3.30794,3.30794,3.30794,1.782965,1.782965,1.782965,0.759437,0.759437,0.215424,0.215424,0.648484,0.648484,0.636386,0.636386,0.2057,0.064007,0.064007,2.890343,7.259216,10.618402,12.090129,11.493364,8.838445,4.528829,0.415623,0.69836,0.231576,0.421834,0.04572,0.452923,1.007413,6.568971,15.5809,15.247212,5.837241,1.006803,0.958014,1.172323,3.795499,19.80472,21.219193,4.110339,0.655841,0.555755,8.908894,8.950629,0.559336,0.377538,2.389145,1.250895,0.254032,2.497828,2.613098,0.326876,5.583647,0.792969,2.442959,2.767534,0.264057,0.229338,2.536471,0.780255,0.377701,0.448529,0.621073,0.966178,0.401682,0.534708,0.3268,0.262368,0.284696,0.301931,0.348215,0.18437,0.174358,0.176316,0.120872,0.169232,0.228534,0.23446,2110.253906,?
515,'2019/02/12 17:09:39:553',4,7.75576,7.75576,7.75576,7.75576,7.75576,7.75576,7.75576,7.75576,6.2978,6.2978,6.2978,6.2978,6.2978,6.2978,6.2978,4.566504,4.566504,4.566504,4.566504,4.566504,3.298825,3.298825,3.298825,3.298825,2.487645,2.487645,2.487645,1.4296,1.4296,1.4296,0.492361,0.492361,0.141397,0.141397,0.221889,0.221889,0.279641,0.279641,0.220841,0.076453,0.076453,3.094689,7.443899,10.77355,12.216033,11.594963,8.931096,4.636454,0.550214,0.659233,0.036097,0.369852,0.437561,0.473887,0.742864,6.615322,15.541117,15.190342,5.79049,1.493422,1.207758,1.309302,3.714457,19.673964,21.094072,3.98089,1.08133,0.775716,8.852629,9.269278,0.535563,0.271827,2.023436,1.457225,0.240591,2.738555,2.7064,0.302446,5.66749,0.864931,2.431432,2.621677,0.170784,0.196408,2.519586,0.770299,0.477129,0.524857,0.516323,1.026766,0.350663,0.450825,0.357901,0.333552,0.338742,0.297105,0.220898,0.159511,0.156063,0.211808,0.161577,0.197054,0.162173,0.147407,2110.253906,?
516,'2019/02/12 17:09:39:570',4,6.272966,6.272966,6.272966,6.272966,6.272966,6.272966,6.272966,6.272966,3.78449,3.78449,3.78449,3.78449,3.78449,3.78449,3.78449,1.064356,1.064356,1.064356,1.064356,1.064356,1.651115,1.651115,1.651115,1.651115,2.044689,2.044689,2.044689,1.547764,1.547764,1.547764,0.847628,0.847628,0.515637,0.515637,0.337568,0.337568,0.253339,0.253339,0.471836,0.278947,0.278947,2.768341,7.227732,10.656919,12.164778,11.585596,8.955668,4.709529,0.674689,0.537469,0.08803,0.315599,0.373448,0.575475,1.154787,6.394352,15.505837,15.271914,6.071426,1.210113,1.400699,0.990429,3.565636,19.600229,21.025101,4.192927,0.611978,1.097068,8.773585,9.522252,0.620251,0.564709,2.533765,1.534139,0.20661,2.656304,2.601276,0.449235,5.435284,0.797152,2.456157,2.689248,0.183187,0.36328,2.488807,0.730737,0.472525,0.524117,0.561003,1.017838,0.369996,0.535243,0.381495,0.347669,0.322634,0.333975,0.190202,0.178937,0.178642,0.140525,0.145124,0.15638,0.175472,0.195346,2110.253906,?
517,'2019/02/12 17:09:39:587',4,2.963479,2.963479,2.963479,2.963479,2.963479,2.963479,2.963479,2.963479,4.286594,4.286594,4.286594,4.286594,4.286594,4.286594,4.286594,3.600211,3.600211,3.600211,3.600211,3.600211,1.906227,1.906227,1.906227,1.906227,0.941858,0.941858,0.941858,1.48307,1.48307,1.48307,1.452129,1.452129,1.192738,1.192738,0.998068,0.998068,0.616445,0.616445,0.650546,0.525352,0.525352,2.629485,7.223505,10.680346,12.16241,11.553997,8.959841,4.88569,0.970475,0.603,0.340191,0.521358,0.207742,0.560246,1.366656,6.04453,15.270634,15.068748,5.424847,1.290263,0.671279,1.286543,3.178999,19.6411,21.098257,4.012859,0.864672,1.151468,8.978641,9.628078,0.431525,0.580836,2.616846,1.359026,0.301355,2.89452,2.880788,0.326266,5.42875,0.799973,2.567835,2.712219,0.248753,0.550337,2.743142,1.178383,0.616367,0.573952,0.609309,1.050013,0.530676,0.705304,0.650117,0.451736,0.369106,0.277837,0.218008,0.196316,0.22845,0.265208,0.169209,0.164455,0.175125,0.209254,2110.253906,?
518,'2019/02/12 17:26:04:178',5,1.282199,1.282199,1.282199,1.282199,1.282199,1.282199,1.282199,1.282199,5.936525,5.936525,5.936525,5.936525,5.936525,5.936525,5.936525,11.902235,11.902235,11.902235,11.902235,11.902235,15.531748,15.531748,15.531748,15.531748,16.464922,16.464922,16.464922,15.298791,15.298791,15.298791,14.420736,14.420736,16.497919,16.497919,19.222569,19.222569,20.149406,20.149406,19.432999,20.491056,20.491056,25.760937,30.168442,32.018047,31.221636,27.818619,22.460516,19.067266,19.737526,19.738422,17.381708,21.113268,25.941864,23.572775,7.979899,19.437363,19.002214,10.12439,7.518342,6.048137,5.128189,4.182552,2.153925,2.079049,1.206603,0.618671,0.767032,0.336863,0.999473,3.796408,1.926927,1.341246,1.114318,1.936036,2.510175,1.469092,3.420324,4.74978,2.232658,4.545909,2.663858,1.085887,0.74086,0.799233,1.1393,1.089876,4.901862,3.066123,1.256676,0.844788,1.234781,1.234465,1.527076,2.403908,0.545283,0.301245,0.461175,0.22109,0.172072,0.307087,0.242934,0.854746,0.668233,0.366229,645.996094,0.1
519,'2019/02/12 17:26:04:195',5,2.586639,2.586639,2.586639,2.586639,2.586639,2.586639,2.586639,2.586639,6.287647,6.287647,6.287647,6.287647,6.287647,6.287647,6.287647,12.170592,12.170592,12.170592,12.170592,12.170592,15.932116,15.932116,15.932116,15.932116,17.285061,17.285061,17.285061,15.810516,15.810516,15.810516,9.717669,9.717669,12.996185,12.996185,19.127728,19.127728,21.502781,21.502781,20.31595,11.824987,11.824987,24.158642,30.164167,32.24078,31.356394,27.210073,17.549034,18.129387,21.416216,20.295269,16.147692,20.544907,25.674084,24.061451,19.711229,19.669001,18.863811,8.305428,9.334221,4.686974,4.55706,3.968425,2.123282,1.952106,0.758667,0.555497,1.037527,1.140083,1.838055,4.645802,5.806312,1.606193,0.413636,0.881722,1.497029,1.306924,1.919358,3.339727,1.663563,3.379047,1.842335,0.446901,0.643029,0.45641,0.597846,1.086077,6.800646,5.456214,1.354915,0.752846,0.792813,1.021278,1.571643,3.522283,1.431863,0.72099,0.717459,0.225575,0.238362,0.464209,0.230947,0.684794,0.852256,1.011154,645.996094,0.1
520,'2019/02/12 17:26:04:212',5,2.230153,2.230153,2.230153,2.230153,2.230153,2.230153,2.230153,2.230153,3.467419,3.467419,3.467419,3.467419,3.467419,3.467419,3.467419,10.070696,10.070696,10.070696,10.070696,10.070696,14.696736,14.696736,14.696736,14.696736,16.650316,16.650316,16.650316,15.695898,15.695898,15.695898,11.251807,11.251807,13.114423,13.114423,18.720728,18.720728,21.239124,21.239124,20.15811,4.928376,4.928376,23.856812,30.076298,32.183029,31.342257,27.462959,19.641289,17.865431,20.927496,20.268948,15.271039,20.003172,26.025841,24.222176,18.997347,19.410393,18.802963,7.824316,8.943481,4.205041,4.867401,4.125905,1.824474,1.988504,0.877859,0.965075,0.897918,0.764843,1.576627,3.756391,3.518151,1.030133,0.805117,1.211412,0.984467,0.992927,1.522026,3.117096,1.429101,2.861072,1.574039,0.641123,0.710829,0.673233,0.516752,2.082327,6.341119,1.931082,0.811024,0.500152,0.853597,0.467837,2.628337,4.481178,0.897735,0.55385,0.804729,0.250362,0.139498,0.30423,0.239669,0.383107,0.625457,0.875885,645.996094,0.1
521,'2019/02/12 17:26:04:228',5,6.849766,6.849766,6.849766,6.849766,6.849766,6.849766,6.849766,6.849766,1.65763,1.65763,1.65763,1.65763,1.65763,1.65763,1.65763,10.286053,10.286053,10.286053,10.286053,10.286053,14.949965,14.949965,14.949965,14.949965,16.498003,16.498003,16.498003,15.598362,15.598362,15.598362,13.512447,13.512447,15.538431,15.538431,18.95631,18.95631,19.814817,19.814817,19.088902,20.749928,20.749928,25.768908,30.118179,32.102886,31.442585,27.889729,21.264116,18.696329,20.428562,19.905514,18.68265,21.7847,25.949093,24.556366,16.625702,18.679089,19.210415,11.149481,6.650176,5.567619,4.780375,4.274458,2.358088,2.201761,0.765653,0.541682,0.594388,0.928977,2.537868,4.533662,2.66338,0.716326,0.652468,0.602109,0.734959,1.226804,3.162473,4.514441,1.823748,3.514465,1.670699,0.743368,1.129217,0.249803,0.954724,2.116218,5.085704,3.929539,1.102531,0.484701,0.591999,0.858264,1.522392,4.405943,1.288789,0.834728,0.65258,0.1609,0.114191,0.406548,0.371147,0.545165,0.676058,0.719359,645.996094,0.1
522,'2019/02/12 17:26:04:245',5,6.555485,6.555485,6.555485,6.555485,6.555485,6.555485,6.555485,6.555485,3.491365,3.491365,3.491365,3.491365,3.491365,3.491365,3.491365,11.155286,11.155286,11.155286,11.155286,11.155286,15.275269,15.275269,15.275269,15.275269,16.771656,16.771656,16.771656,15.821789,15.821789,15.821789,12.726789,12.726789,13.757246,13.757246,18.314783,18.314783,20.835449,20.835449,20.026636,9.523574,9.523574,23.591368,29.893478,32.081291,31.371843,27.889612,21.752378,18.670128,20.59676,20.571136,15.79044,18.756594,26.289999,24.675646,18.381927,19.019825,19.129833,6.297312,7.364285,3.845973,5.07559,4.725089,1.627148,1.603894,1.0554,0.540703,0.824832,0.972429,1.367013,3.948108,3.73238,1.275573,0.627464,1.125568,2.000475,2.527129,2.153826,3.740429,1.231308,3.231194,2.204701,0.538916,1.228527,0.663374,0.73608,1.362013,4.842177,3.510007,0.972493,0.539831,0.754913,0.977445,1.661338,2.821746,0.770376,0.545603,0.854001,0.24339,0.17662,0.210302,0.291666,0.840801,0.606861,0.680717,645.996094,0.1
523,'2019/02/12 17:26:04:262',5,1.28384,1.28384,1.28384,1.28384,1.28384,1.28384,1.28384,1.28384,6.061589,6.061589,6.061589,6.061589,6.061589,6.061589,6.061589,11.700724,11.700724,11.700724,11.700724,11.700724,15.310265,15.310265,15.310265,15.310265,16.599789,16.599789,16.599789,15.791965,15.791965,15.791965,13.736076,13.736076,14.781984,14.781984,18.38064,18.38064,20.517731,20.517731,19.744217,14.537483,14.537483,23.702816,29.536816,31.637545,30.933853,27.64245,22.353474,19.192249,20.180529,20.201757,15.049447,19.238321,26.265068,24.096462,15.798435,19.742275,19.616844,8.05035,7.823508,4.770571,5.362012,4.076183,1.933916,1.656889,0.800001,0.890612,0.84741,1.337422,2.938851,5.789737,4.007438,1.606196,0.985364,0.925192,1.077379,1.126377,2.642537,3.79352,1.412651,3.683218,2.132232,0.750393,0.786577,0.532615,0.705945,1.879225,6.505575,4.425951,1.246824,0.986063,0.957913,0.798548,1.575835,2.160321,0.483669,0.315213,0.605328,0.190317,0.128825,0.288232,0.242031,0.812387,0.693754,0.775138,645.996094,0.1
524,'2019/02/12 17:26:04:278',5,0.574389,0.574389,0.574389,0.574389,0.574389,0.574389,0.574389,0.574389,5.040965,5.040965,5.040965,5.040965,5.040965,5.040965,5.040965,10.872009,10.872009,10.872009,10.872009,10.872009,14.798165,14.798165,14.798165,14.798165,16.600124,16.600124,16.600124,15.847748,15.847748,15.847748,10.88627,10.88627,13.222843,13.222843,18.696554,18.696554,20.22913,20.22913,19.402037,19.17864,19.17864,24.755444,29.483015,31.481991,30.72798,26.632393,15.673893,17.706366,20.755478,19.412916,17.898996,22.08769,25.942039,24.124657,19.136173,20.062788,19.520454,9.531525,6.725519,3.828072,4.521638,3.912332,1.432392,1.780177,0.942553,0.658627,1.053477,1.559272,2.213777,4.167339,4.560585,2.079445,0.82527,0.748144,0.96541,0.857808,2.173055,4.363752,1.486812,4.382656,2.861943,0.402791,0.967321,0.29264,0.838627,1.29221,3.393192,2.763584,0.712112,0.354598,0.375358,0.603812,1.944021,2.081186,0.841838,0.635936,0.913733,0.209634,0.230615,0.356989,0.227417,0.30994,0.300979,0.548463,645.996094,0.1
525,'2019/02/12 17:26:04:295',5,0.976273,0.976273,0.976273,0.976273,0.976273,0.976273,0.976273,0.976273,5.371256,5.371256,5.371256,5.371256,5.371256,5.371256,5.371256,10.98007,10.98007,10.98007,10.98007,10.98007,14.844454,14.844454,14.844454,14.844454,16.501213,16.501213,16.501213,15.451884,15.451884,15.451884,9.108839,9.108839,11.92935,11.92935,18.356236,18.356236,20.359098,20.359098,19.466053,17.186586,17.186586,23.790329,29.16098,31.365511,30.754328,26.876976,16.25691,16.82864,20.904934,19.889307,17.605684,21.505638,26.089733,24.843678,20.370926,19.929768,19.840662,9.900344,7.686646,4.762643,4.573943,4.961783,2.187625,2.113855,0.923185,0.95447,1.254907,1.075932,2.417391,5.854064,4.311734,1.80832,0.526006,0.329735,1.480928,1.375049,2.717181,4.68225,1.222074,4.460454,2.635024,0.428127,1.14684,0.432063,0.298889,0.658099,2.688756,2.869476,1.058351,0.464924,0.764182,0.882276,2.215394,2.658253,0.543891,0.336125,0.504283,0.30388,0.150693,0.337517,0.27228,0.651359,0.864594,1.013929,645.996094,0.1
526,'2019/02/12 17:26:04:312',5,7.32232,7.32232,7.32232,7.32232,7.32232,7.32232,7.32232,7.32232,7.36352,7.36352,7.36352,7.36352,7.36352,7.36352,7.36352,12.638921,12.638921,12.638921,12.638921,12.638921,15.954409,15.954409,15.954409,15.954409,16.708958,16.708958,16.708958,15.455677,15.455677,15.455677,14.183752,14.183752,15.618855,15.618855,18.289043,18.289043,19.566376,19.566376,18.859098,18.522888,18.522888,24.252388,29.133308,31.185209,30.557806,27.408134,22.502357,19.299376,20.087214,20.427534,17.334261,20.33358,26.507795,24.838432,12.541649,19.662148,20.291443,10.630569,6.812797,5.688474,5.221428,4.836692,1.793973,1.919923,0.614093,0.430414,1.177137,0.827213,1.240492,3.871626,5.056532,1.991331,1.087988,0.893037,1.589931,1.112322,2.627063,3.973394,1.160016,3.342344,2.244133,0.652635,0.291746,0.167281,0.389354,0.798933,5.160607,4.496032,1.108712,0.850496,0.959988,1.451325,2.221558,3.188648,1.091,0.475927,0.506227,0.16111,0.289191,0.473445,0.202209,0.58264,0.592459,0.47425,645.996094,0.1
527,'2019/02/12 17:26:04:328',5,5.948795,5.948795,5.948795,5.948795,5.948795,5.948795,5.948795,5.948795,4.01073,4.01073,4.01073,4.01073,4.01073,4.01073,4.01073,10.939463,10.939463,10.939463,10.939463,10.939463,15.05356,15.05356,15.05356,15.05356,16.165138,16.165138,16.165138,15.031189,15.031189,15.031189,13.933157,13.933157,15.880556,15.880556,18.646048,18.646048,19.57184,19.57184,18.810871,19.771952,19.771952,24.863857,29.305304,31.264526,30.607512,27.390087,22.316656,19.430071,20.21249,20.129005,18.169415,21.559565,26.457136,24.726841,12.941289,19.125235,19.786701,11.070354,7.117812,5.497713,4.625448,4.296357,2.154631,1.99171,1.074194,0.683758,1.558765,1.514822,3.266759,6.232076,5.157504,2.101116,0.840891,0.461425,0.714589,0.871751,2.586344,5.314863,1.976995,4.770175,3.269219,0.427065,0.765526,0.362395,0.367068,0.712761,3.076893,2.045234,0.661153,0.365285,0.764423,0.912084,1.55741,2.884823,0.723929,0.509781,0.365366,0.097381,0.265208,0.477488,0.323216,0.64276,0.452719,0.410449,645.996094,0.1
528,'2019/02/12 17:26:04:345',5,2.195169,2.195169,2.195169,2.195169,2.195169,2.195169,2.195169,2.195169,4.765853,4.765853,4.765853,4.765853,4.765853,4.765853,4.765853,11.233478,11.233478,11.233478,11.233478,11.233478,15.379611,15.379611,15.379611,15.379611,16.936209,16.936209,16.936209,15.653988,15.653988,15.653988,10.372555,10.372555,12.577179,12.577179,18.495989,18.495989,20.906012,20.906012,19.800856,9.883355,9.883355,23.095383,29.280945,31.416466,30.588436,26.60994,18.157906,17.86939,20.938683,20.087292,15.864849,20.761353,26.128754,24.245964,19.136633,19.433304,19.021664,7.935263,8.576962,4.29521,4.528007,3.997993,2.20741,1.823877,0.911036,0.663884,1.010563,1.234127,1.979815,5.663044,5.524558,2.280389,0.840768,0.480273,0.758317,1.382444,1.950483,4.451535,1.503934,3.72698,2.87466,0.435597,0.741872,0.558696,0.332061,1.04831,5.139787,3.076661,0.58607,0.394623,0.516223,0.831875,1.189472,2.087931,0.932855,0.509236,0.364018,0.098857,0.13212,0.244215,0.254296,0.74801,0.561432,0.795117,645.996094,0.1
529,'2019/02/12 17:26:04:362',5,6.122051,6.122051,6.122051,6.122051,6.122051,6.122051,6.122051,6.122051,2.274554,2.274554,2.274554,2.274554,2.274554,2.274554,2.274554,10.515326,10.515326,10.515326,10.515326,10.515326,14.968663,14.968663,14.968663,14.968663,16.290724,16.290724,16.290724,15.208179,15.208179,15.208179,13.528973,13.528973,15.488353,15.488353,18.519094,18.519094,19.326994,19.326994,18.574619,20.088823,20.088823,24.983021,29.283596,31.24065,30.572361,27.150156,21.264627,18.503687,19.815388,19.608053,18.493866,21.95723,26.166237,24.395874,14.882122,18.927807,18.988934,10.486176,7.030669,5.96974,4.800489,4.503521,2.323534,2.130167,1.048928,0.616538,1.131844,1.071688,2.35361,4.919803,5.032174,2.282027,0.83358,0.618,2.218581,1.849621,3.170514,5.152955,1.53914,4.365413,2.344054,0.393837,0.677251,0.303469,0.519398,0.822503,7.075919,5.481732,1.196589,0.545363,0.531101,1.010115,1.808583,2.446049,0.872646,0.825465,0.69103,0.148686,0.209181,0.404272,0.310624,0.692173,0.441382,0.434477,645.996094,0.1
530,'2019/02/12 17:26:04:378',5,6.670199,6.670199,6.670199,6.670199,6.670199,6.670199,6.670199,6.670199,8.542202,8.542202,8.542202,8.542202,8.542202,8.542202,8.542202,11.796837,11.796837,11.796837,11.796837,11.796837,14.919147,14.919147,14.919147,14.919147,16.274837,16.274837,16.274837,15.425583,15.425583,15.425583,12.981264,12.981264,15.109966,15.109966,18.66189,18.66189,19.522503,19.522503,18.834513,20.408817,20.408817,25.316603,29.557447,31.465363,30.75926,27.145027,20.336098,18.605268,20.462143,19.681747,18.361977,21.75264,25.865946,24.233046,16.263786,18.932634,18.98917,11.218142,8.140985,6.371443,5.08719,4.684233,2.918462,2.575585,1.171749,0.792887,1.776333,1.944639,3.601991,6.484143,7.557745,2.898695,0.921317,1.095235,0.917763,1.378443,2.304033,3.89156,1.620558,3.903971,1.811097,0.786461,1.563931,0.503978,0.60067,0.512384,4.845992,5.157979,0.859749,0.281994,0.506679,0.986026,2.284111,3.695061,1.028394,0.618928,0.501582,0.154993,0.209186,0.363455,0.266234,0.411762,1.250353,0.803609,645.996094,0.1
531,'2019/02/12 17:26:04:395',5,2.283229,2.283229,2.283229,2.283229,2.283229,2.283229,2.283229,2.283229,6.029463,6.029463,6.029463,6.029463,6.029463,6.029463,6.029463,11.61021,11.61021,11.61021,11.61021,11.61021,15.176807,15.176807,15.176807,15.176807,16.535919,16.535919,16.535919,15.590424,15.590424,15.590424,12.739201,12.739201,14.207705,14.207705,18.544325,18.544325,20.808437,20.808437,19.702127,11.304443,11.304443,23.802631,29.624252,31.552025,30.615252,26.885551,20.760944,19.220661,20.982204,20.281033,13.932192,19.860958,25.976357,23.545565,17.056993,19.54067,18.762873,8.268584,9.818885,5.62702,5.3624,3.818122,3.173438,2.451845,1.313043,0.981101,1.050737,1.338795,2.282343,5.897652,7.315336,2.388657,1.63667,1.668169,1.684882,1.784827,2.717524,3.617639,2.202601,3.300322,2.838973,0.775628,0.751664,0.420034,0.57648,1.441068,5.647177,2.900743,0.751909,0.503252,0.846968,0.812886,0.668474,1.089644,0.638895,0.654705,0.638854,0.189923,0.247986,0.311486,0.232565,0.405095,0.491717,0.35992,645.996094,0.1
532,'2019/02/12 17:26:04:412',5,2.163086,2.163086,2.163086,2.163086,2.163086,2.163086,2.163086,2.163086,6.931171,6.931171,6.931171,6.931171,6.931171,6.931171,6.931171,11.788494,11.788494,11.788494,11.788494,11.788494,15.087448,15.087448,15.087448,15.087448,16.313465,16.313465,16.313465,15.500309,15.500309,15.500309,13.46242,13.46242,14.74453,14.74453,18.332039,18.332039,20.335176,20.335176,19.41787,15.033691,15.033691,24.101946,29.665964,31.641624,30.828873,27.373896,21.840343,19.283163,20.657522,20.436348,14.850952,19.313747,26.044685,23.719778,16.142147,19.073139,18.550398,8.755096,9.758705,6.275785,5.805002,4.408646,2.296343,2.242763,0.56671,0.598285,1.108785,1.730714,2.147317,4.700655,6.557357,2.331882,1.451773,1.603787,1.515645,1.062647,2.766961,3.39978,1.222177,3.378512,2.090827,0.859777,1.34581,0.534542,0.652129,1.662512,4.305408,3.008404,0.828258,0.494461,0.56651,1.16553,1.925865,4.007294,0.993649,0.595005,0.70528,0.198084,0.268812,0.2811,0.155959,0.352764,0.790581,0.653738,645.996094,0.1
533,'2019/02/12 17:26:04:428',5,4.855752,4.855752,4.855752,4.855752,4.855752,4.855752,4.855752,4.855752,8.388017,8.388017,8.388017,8.388017,8.388017,8.388017,8.388017,12.685327,12.685327,12.685327,12.685327,12.685327,15.868868,15.868868,15.868868,15.868868,17.214281,17.214281,17.214281,16.165543,16.165543,16.165543,11.290396,11.290396,13.579427,13.579427,18.666107,18.666107,20.041435,20.041435,19.079388,19.221939,19.221939,25.25243,29.867981,31.692146,30.741758,26.411407,16.322245,19.417767,21.657131,20.371525,18.921776,22.19722,25.476269,23.486523,18.310141,19.627274,18.409906,9.664854,8.964945,5.410895,5.340222,4.312282,3.043355,2.439341,1.113999,0.610812,1.086822,2.00963,3.283201,5.539842,7.717934,2.663296,1.24281,0.989378,0.875429,0.894158,2.995106,4.302299,1.889784,4.101202,2.822773,0.973305,1.444811,0.594308,0.637454,0.614775,5.15118,3.399682,1.285952,0.915367,0.791027,0.893451,1.51586,3.542573,1.363465,0.760931,0.611187,0.193788,0.271447,0.529083,0.353483,0.921098,0.581908,0.998342,645.996094,0.1
534,'2019/02/12 17:26:04:445',5,2.107859,2.107859,2.107859,2.107859,2.107859,2.107859,2.107859,2.107859,4.203322,4.203322,4.203322,4.203322,4.203322,4.203322,4.203322,11.141966,11.141966,11.141966,11.141966,11.141966,15.410559,15.410559,15.410559,15.410559,17.130775,17.130775,17.130775,15.941542,15.941542,15.941542,9.544275,9.544275,14.01004,14.01004,19.480709,19.480709,21.039814,21.039814,19.8074,18.562773,18.562773,25.369267,30.153311,31.890129,30.77482,26.07299,14.926037,21.123245,23.171968,21.78153,19.738338,22.471588,25.23266,22.69022,19.039051,21.491386,19.770302,9.839594,10.834244,5.860087,5.569021,4.336006,3.483424,2.943203,1.504245,1.172292,1.216038,1.309176,2.569508,4.624166,7.950347,2.119708,1.083431,1.269556,1.095546,0.360903,2.296935,3.655472,2.201556,2.810667,2.535357,0.908148,1.595635,0.740317,1.038442,1.646276,6.318372,4.12526,0.931912,0.617358,0.721831,0.962985,1.079004,2.464609,0.516912,0.341897,0.749511,0.193327,0.158328,0.25281,0.223977,0.553137,0.71327,0.426962,645.996094,0.1
535,'2019/02/12 17:26:04:462',5,5.788555,5.788555,5.788555,5.788555,5.788555,5.788555,5.788555,5.788555,5.4571,5.4571,5.4571,5.4571,5.4571,5.4571,5.4571,11.367702,11.367702,11.367702,11.367702,11.367702,15.385704,15.385704,15.385704,15.385704,16.681656,16.681656,16.681656,16.017143,16.017143,16.017143,15.127625,15.127625,16.879637,16.879637,19.64678,19.64678,20.888237,20.888237,19.96611,19.199669,19.199669,25.325544,29.96656,31.655607,30.689533,27.327307,23.109808,22.343233,23.553259,23.058044,18.434942,20.179049,26.07962,23.386274,13.230685,21.123909,20.500965,11.442638,10.173311,6.564009,6.196273,4.312199,3.584897,2.631813,1.306293,0.928057,1.779011,1.62679,3.003371,5.093396,9.409759,3.585079,2.392177,2.418388,1.664855,1.175219,2.168633,2.583826,1.629322,2.470332,1.90085,0.449275,1.001605,0.572768,0.756467,1.234324,4.572006,3.222653,0.705231,0.404245,0.517087,0.850405,1.560514,3.04259,0.821204,0.296724,0.58273,0.163398,0.151986,0.340815,0.20548,0.401077,0.496278,0.584526,645.996094,0.1
